날짜,품번,품목군,품목,코업,포승,포승이고,청호,한라,진성,청호이고,해드림,그린써브케이탑,본사,직송,재고합계,당월출고수량,직전출고수량,일일소비량,7일활동소비량,7일실질소비량,안전재고,상태,최소재고,최대재고,긴급발생횟수,긴급발생비율,재고_커버리지,소비_급증률,유형_분류,위험점수,위험등급
2026. 2. 12,24082,d. 유제품,슈라이버 슬라이스 치즈 184P,846.75,,,450.00,,,,,40.00,,,"1,336.75","1,162.25",1150.25,12.00,25.05,166.07,844.50,정상,245.75,985.00,4,10.53%,5.10,15.08%,여유재고,16.44,여유
2026. 2. 12,24084,d. 유제품,슈라이버 스위스 슬라이스 치즈 120P,213.50,,,600.00,,,,,28.00,,,841.50,347.50,274.5,73.00,27.70,50.21,220.13,주의,127.50,537.25,1,2.63%,4.25,55.16%,여유재고,28.84,여유
2026. 2. 12,24091,d. 유제품,슈라이버 컵포션 21g,169.20,,,144.00,,,,,65.00,,,378.20,118.40,117.4,1.00,1.88,16.91,89.70,정상,131.00,329.20,1,2.63%,10.00,11.11%,여유재고,8.86,여유
2026. 2. 12,23939,d. 유제품,마스카포네 (엘다) 500g,9.00,,,,,,,,,,,9.00,112.83,77.5,35.33,12.37,17.98,63.58,긴급,4.00,74.33,17,44.74%,0.50,68.79%,즉시보충,129.45,우선처리
2026. 2. 12,23017,d. 유제품,체다 다이스치즈 2.27kg,89.00,659.00,,,,,,,,,,748.00,89.50,83.25,6.25,4.60,14.00,82.50,정상,19.00,401.25,3,7.89%,6.36,32.86%,여유재고,19.30,여유
2026. 2. 12,23019,d. 유제품,고다 다이스치즈 2.27kg,36.50,69.00,,,,,,,,,,105.50,28.25,24,4.25,2.45,4.04,14.13,정상,25.25,94.25,1,2.63%,9.04,60.71%,여유재고,24.27,여유
2026. 2. 12,23020,d. 유제품,몬테레이잭 다이스치즈 2.27kg,77.25,138.00,,,,,,,,,,215.25,21.25,21.25,0.00,1.40,3.61,14.88,정상,44.25,113.25,1,2.63%,21.42,38.81%,여유재고,14.50,여유
2026. 2. 12,26002,d. 유제품,크로아상 버터 플레이트 2kg,389.60,,,,,,,,,,,389.60,80.00,80,0.00,0.60,11.71,93.40,정상,33.80,430.60,1,2.63%,33.26,5.12%,여유재고,3.57,여유
2026. 2. 12,25015,d. 유제품,시앤오 데어리브랜드 (버터 79%),103.00,,,,,,,,,,,103.00,30.00,30,0.00,0.00,4.29,56.00,정상,13.00,613.00,1,2.63%,24.03,0.00%,여유재고,2.61,여유
2026. 2. 12,25025,d. 유제품,UDA버터 (미국산) 25kg,273.00,,,"1,280.00",,,,,,,,"1,553.00",511.00,406,105.00,46.60,84.43,325.50,주의,12.00,659.00,3,7.89%,3.23,55.19%,여유재고,33.60,여유
2026. 2. 12,26016,d. 유제품,락틱 컴파운드 버터 12.5kg,213.00,"1,736.00",,,,,,,,,,"1,949.00",81.00,71,10.00,6.60,13.14,123.00,정상,16.00,315.00,2,5.26%,16.21,50.22%,여유재고,19.20,여유
2026. 2. 12,25026,d. 유제품,HDM 락틱 버터25KG,211.00,50.00,,,,,,,,,,261.00,67.00,67,0.00,0.20,9.57,30.50,정상,71.00,255.00,1,2.63%,22.04,2.09%,여유재고,3.42,여유
2026. 2. 12,25018,d. 유제품,UELZENA 마르켄 버터 10kg,868.00,"2,400.00",,,"2,201.00",,,,,,,"5,469.00",802.00,661,141.00,105.40,133.29,1152.50,주의,119.00,"1,338.00",6,15.79%,6.51,79.08%,여유재고,34.56,여유
2026. 2. 12,26006,d. 유제품,UELZENA 마르켄 스틱버터 2.5kg,0.00,"1,532.00",,,,,,,,,,"1,532.00",0.00,0,0.00,0.00,0.00,400.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 12,26010,d. 유제품,UELZENA 마르켄 포션버터 10g*200ea,175.00,360.00,,,,,,,3.00,,,538.00,93.00,80,13.00,14.80,20.71,46.55,정상,87.00,447.00,1,2.63%,8.45,71.45%,여유재고,27.88,여유
2026. 2. 12,24986,d. 유제품,발렌타인 포션버터 7g,0.00,,,,,,,,,,,0.00,3.00,2,1.00,0.20,0.43,2.00,긴급,2.00,2.00,29,76.32%,0.00,46.67%,즉시보충,0.00,여유
2026. 2. 12,24987,d. 유제품,발렌타인 포션버터 10g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 12,24094,d. 유제품,SD 컴퍼니 모짜렐라 치즈 2.5kg*4ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,100.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 12,23144,d. 유제품,제니코 에멘탈 프라임 골드 1KG,117.88,,,,,,,,,,,117.88,10.00,10,0.00,0.60,1.57,39.00,정상,2.63,125.88,2,5.26%,75.01,38.18%,여유재고,13.17,여유
2026. 2. 12,23124,d. 유제품,팬시 파마산 슈레드치즈 907g,162.92,,,193.00,,,,,,,,355.92,125.42,117,8.42,10.27,20.20,108.25,정상,22.58,197.50,3,7.89%,8.06,50.82%,여유재고,23.02,여유
2026. 2. 12,23141,d. 유제품,콜비잭 슈레드 치즈,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,1.06,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 12,24096,d. 유제품,콜비잭치즈 슬라이스(21g),100.00,,,,,,,,,,,100.00,0.00,0,0.00,0.00,0.00,193.75,주의,2.00,320.00,25,65.79%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 12,23103,d. 유제품,제니코 피자치즈 N50 2.5kg,155.00,,,,,,,,,,,155.00,125.00,121,4.00,6.80,19.29,80.50,정상,50.00,247.00,1,2.63%,8.04,35.26%,여유재고,17.33,여유
2026. 2. 12,23104,d. 유제품,제니코 피자토핑프라임 2.5kg,39.75,,,,,,,,,,,39.75,26.00,18,8.00,2.00,4.00,16.50,정상,16.00,87.75,1,2.63%,9.94,50.00%,여유재고,20.56,여유
2026. 2. 12,23112,d. 유제품,제니코 모짜체다 슈레드 치즈 2.5kg,68.00,,,,,,,,,,,68.00,40.00,40,0.00,0.00,5.71,42.50,정상,28.00,128.00,1,2.63%,11.90,0.00%,여유재고,4.73,여유
2026. 2. 12,23145,d. 유제품,옐로우 슈레드 치즈 2.5kg (냉장),130.00,,,,,,,,,,,130.00,150.00,150,0.00,0.00,21.43,203.50,주의,30.00,150.00,9,23.68%,6.07,0.00%,여유재고,12.98,여유
2026. 2. 12,23118,d. 유제품,제니코 모짜 슬라이스(냉동) 18g 1kg*3ea,213.67,,,,,,,,,,,213.67,281.33,280.3333333,1.00,0.47,40.19,320.50,주의,0.67,373.00,16,42.11%,5.32,1.16%,여유재고,18.17,여유
2026. 2. 12,23100,d. 유제품,제니코 모짜프라임 골드 2.5kg,839.25,,,,,,,,,,,839.25,"1,837.00",1514,323.00,152.40,285.43,1043.00,주의,235.00,"1,727.75",7,18.42%,2.94,53.39%,여유재고,36.71,여유
2026. 2. 12,23101,d. 유제품,제니코 모짜프라임 500 2.5kg,339.00,,,,,,,,,,,339.00,142.00,127,15.00,15.60,21.43,118.50,정상,104.00,339.00,1,2.63%,15.82,72.80%,여유재고,25.53,여유
2026. 2. 12,23120,d. 유제품,프리미엄 모짜렐라 (냉장) 2.5kg,187.00,,,,,,,,,,,187.00,87.00,81,6.00,6.80,12.43,247.50,주의,6.00,221.00,6,15.79%,15.05,54.71%,여유재고,22.89,여유
2026. 2. 12,23134,d. 유제품,제니코 피자치즈 냉장 (독일산) 2.5kg,0.00,,,,,,,,,,,0.00,200.75,200.75,0.00,0.00,28.68,100.25,긴급,89.50,194.50,10,26.32%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 12,23129,d. 유제품,모짜렐라치즈 오리지날 2.5kg,38.00,,,,,,,,,,,38.00,117.00,87,30.00,14.00,19.57,70.50,주의,5.00,161.00,5,13.16%,1.94,71.53%,즉시보충,49.84,여유
2026. 2. 12,23140,d. 유제품,사푸토 모짜 2.77kg*8ea,46.75,144.00,,,,,,,,,,190.75,27.00,19,8.00,3.20,4.14,40.00,정상,12.75,81.75,3,7.89%,11.28,77.24%,여유재고,29.18,여유
2026. 2. 12,23143,d. 유제품,칼라 체다 프라임 골드 2.5kg,169.75,,,,,,,,,,,169.75,152.00,98,54.00,15.40,21.86,146.63,정상,6.50,279.75,9,23.68%,7.77,70.46%,여유재고,32.31,여유
2026. 2. 12,23131,d. 유제품,제니코 모짜렐라 점보치즈스틱 2kg,32.00,,,,,,,,,,,32.00,13.00,13,0.00,0.00,1.86,17.50,정상,32.00,100.00,3,7.89%,17.23,0.00%,여유재고,4.48,여유
2026. 2. 12,23123,d. 유제품,아리바 슈프림 모짜렐라 1kg,48.00,,,,,,,,,,,48.00,20.00,20,0.00,0.00,2.86,20.00,정상,18.00,118.00,1,2.63%,16.80,0.00%,여유재고,3.50,여유
2026. 2. 12,23132,d. 유제품,아리바 베이커리롤치즈 1kg,0.00,,,,,,,,,,,0.00,102.00,102,0.00,0.00,14.57,52.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 12,23142,d. 유제품,비앙카 체다 슬라이스 2kg,125.00,,,,,,,,,,,125.00,125.00,125,0.00,0.00,17.86,125.00,정상,124.50,125.00,21,55.26%,7.00,0.00%,여유재고,18.20,여유
2026. 2. 12,23968,d. 유제품,체다 슬라이스 100P 1.8kg,96.25,,,,,,,,,,,96.25,150.00,123,27.00,12.60,23.57,130.00,주의,96.25,280.00,1,2.63%,4.08,53.45%,여유재고,28.81,여유
2026. 2. 12,23962,d. 유제품,베이커리 슬라이스 치즈 1.8kg,23.25,,,,,,,,,,,23.25,99.50,89.5,10.00,5.60,14.93,109.50,긴급,0.50,142.75,10,26.32%,1.56,37.51%,즉시보충,48.62,여유
2026. 2. 12,24090,d. 유제품,엠보그 버거 슬라이스 (화이트) 84P,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,7.00,긴급,2.00,2.00,37,97.37%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 12,20551,e. 가공식품,제니코 켄터키후랑크 1kg,149.20,,,,,,,,,,,149.20,238.00,215,23.00,19.20,37.86,242.55,주의,10.20,155.20,18,47.37%,3.94,50.72%,여유재고,37.38,여유
2026. 2. 12,22175,e. 가공식품,오징어먹물 색소 500g,552.67,,,,,,,,,,,552.67,108.17,92.16666667,16.00,7.20,16.88,72.00,정상,384.00,645.83,1,2.63%,32.74,42.65%,여유재고,14.85,여유
2026. 2. 12,20905,e. 가공식품,마리네이티드 세그먼트 토마토 (1/4컷) 1kg,1.00,,,,,,,,,,,1.00,82.50,82.5,0.00,19.10,24.00,94.60,긴급,1.00,218.00,7,18.42%,0.04,79.58%,즉시보충,1227.56,즉시처리
2026. 2. 12,20906,e. 가공식품,마리네이티드 체리 토마토 (하프컷) 1kg,86.70,,,,,,,2.00,,,,88.70,75.00,62,13.00,5.80,10.71,48.05,정상,8.70,207.70,6,15.79%,8.09,54.13%,여유재고,25.58,여유
2026. 2. 12,20907,e. 가공식품,냉동 블루베리 1kg,95.80,,,,,,,,,,,95.80,66.00,45,21.00,8.80,9.71,64.00,정상,34.80,224.80,1,2.63%,9.86,90.59%,여유재고,32.77,여유
2026. 2. 12,21515,e. 가공식품,바닐라빈 250g,0.00,,,,,,,,,18.00,,18.00,15.00,15,0.00,2.00,2.14,6.50,긴급,0.00,0.00,38,100.00%,0.00,93.33%,즉시보충,0.00,여유
2026. 2. 12,21516,e. 가공식품,바닐라빈 50g,0.00,,,,,,,,,38.00,,38.00,100.00,100,0.00,0.00,14.29,54.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 12,21517,e. 가공식품,바닐라빈 25g,0.00,,,,,,,,,278.00,,278.00,0.00,0,0.00,0.00,0.00,1.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,10401,a. 이스트(제조),생이스트 500g,"1,286.83",525.00,,,,,,,1.30,,,"1,813.13","3,265.10",2949.925,315.18,329.54,102.79,2856.56,주의,144.93,"1,286.83",34,89.47%,12.52,320.60%,보충임박,118.07,우선처리
2026. 2. 18,10402,a. 이스트(제조),생이스트 15kg,0.00,90.00,,,,,,,,,,90.00,180.00,180,0.00,0.00,0.00,135.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,10405,a. 이스트(제조),생이스트 (냉동생지) 500g,4.00,,,,,,,,,,,4.00,42.00,42,0.00,8.00,3.43,43.00,긴급,0.95,25.00,26,68.42%,1.17,233.33%,즉시보충,126.54,우선처리
2026. 2. 18,10714,a. 이스트(제조),제니코 인스턴트이스트 5kg,36.25,70.00,,,,,,,,,,106.25,3.00,3,0.00,0.00,0.00,61.00,주의,27.25,39.25,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,26102,a. 이스트(제조),인스턴트이스트 4g (2000),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21323,a. 이스트,글로리팡 생이스트 500g,556.85,,,,,,,,,,,556.85,"1,061.00",1013,48.00,107.00,29.29,862.03,주의,39.00,737.90,19,50.00%,19.01,365.37%,보충임박,122.24,우선처리
2026. 2. 18,21347,a. 이스트,글로리팡 생이스트 벌크 20kg,320.00,,,,,,,,,,,320.00,320.00,320,0.00,53.33,22.86,380.00,주의,40.00,360.00,10,26.32%,14.00,233.33%,보충임박,78.83,주의
2026. 2. 18,21340,a. 이스트,레드스타 생이스트 500g,14.90,,,,,,,,,,,14.90,181.10,171.1,10.00,8.33,1.43,170.95,긴급,3.00,151.00,21,55.26%,10.43,583.33%,보충임박,190.85,우선처리
2026. 2. 18,21343,a. 이스트,레드스타 생이스트 벌크 10kg,0.00,,,,,,,,,,,0.00,"1,460.00",1180,280.00,213.33,40.00,1220.00,긴급,150.00,993.00,8,21.05%,0.00,533.33%,즉시보충,0.00,여유
2026. 2. 18,21501,a. 이스트,냉동건조효모 (하이론댈) 골드라벨,509.75,650.00,,,,,,,46.00,,,"1,205.75","1,594.25",1553.25,41.00,131.42,47.25,1259.38,주의,208.75,"2,314.50",8,21.05%,10.79,278.13%,보충임박,92.28,주의
2026. 2. 18,21502,a. 이스트,냉동건조효모 (하이론댈),715.00,,,,,,,,,,,715.00,377.50,368,9.50,27.00,2.71,298.88,정상,61.50,796.00,4,10.53%,263.42,994.74%,보충임박,300.72,즉시처리
2026. 2. 18,21301,a. 이스트,사프 인스턴트이스트 500g (R),857.35,"1,320.00",,,,,,,,,,"2,177.35","1,383.30",1368.3,15.00,25.33,7.00,1674.85,주의,44.35,857.35,31,81.58%,122.48,361.90%,보충임박,125.30,우선처리
2026. 2. 18,21302,a. 이스트,사프 인스턴트이스트 500g (G),631.60,352.00,,,,,,,,,,983.60,"1,089.00",1070,19.00,29.33,11.00,1357.10,주의,134.60,"1,312.60",11,28.95%,57.42,266.67%,보충임박,86.66,주의
2026. 2. 18,21303,a. 이스트,사프 인스턴트이스트 125g (R),99.17,648.00,,,,,,,,,,747.17,81.00,81,0.00,8.33,0.00,78.50,정상,26.17,170.17,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21305,a. 이스트,사프 인스턴트이스트 10kg (R),177.00,640.00,,,,,,,,,,817.00,130.00,130,0.00,16.67,0.00,375.50,주의,82.00,262.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21307,a. 이스트,사프 인스탄트이스트 10kg (R) (KKD),0.00,"1,077.00",,,,,,,,,,"1,077.00",500.00,500,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21329,a. 이스트,사프 트레디지 400g,52.75,,,,,,,,,1.00,,53.75,2.00,2,0.00,0.00,0.00,2.50,정상,45.75,54.75,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21332,a. 이스트,리벤도 비디100 500g,26.00,,,,,,,,,1.40,,27.40,0.00,0,0.00,0.00,0.00,0.50,정상,20.00,26.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21311,a. 이스트,엔젤 인스턴트이스트-고당 500g,265.90,900.00,,,,,,,,,,"1,165.90",116.45,112.85,3.60,5.90,2.39,173.93,정상,82.35,275.15,1,2.63%,111.12,246.57%,보충임박,74.95,주의
2026. 2. 18,21312,a. 이스트,엔젤 인스턴트이스트-저당 500g,183.85,"2,300.00",,,,,,,,,,"2,483.85",462.00,433.1,28.90,49.60,14.86,309.48,주의,91.05,326.80,3,7.89%,12.37,333.85%,보충임박,105.77,우선처리
2026. 2. 18,21313,a. 이스트,엔젤 인스턴트이스트-저당 10kg,275.00,"1,800.00",,,,,,,,,,"2,075.00",115.00,115,0.00,0.00,0.00,100.50,정상,90.00,290.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21316,a. 이스트,엔젤 인스턴트이스트-저당 5kg,0.00,600.00,,,,,,,,,,600.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,28,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21322,a. 이스트,엔젤 와인이스트 500g,0.00,5.00,,,,,,,,6.25,,11.25,0.00,0,0.00,0.00,0.00,0.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21318,b. 엑기스,엔젤 이스트엑기스분말,105.00,710.00,,,,,,,,,,815.00,0.00,0,0.00,0.00,0.00,35.50,정상,46.00,105.00,21,55.26%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,10605,b. 엑기스(제조),불활성건조효모,32.00,339.00,,,,,,,,,,371.00,65.35,60.35,5.00,1.67,0.71,56.40,주의,22.00,47.00,1,2.63%,44.80,233.33%,보충임박,71.64,주의
2026. 2. 18,21228,b. 엑기스,스프링거 우마미 AA,28.00,,,,,,,,,,,28.00,0.00,0,0.00,0.00,0.00,0.50,정상,14.00,28.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21020,c. 베이커리믹스,강력분 밀가루 20kg,427.00,,,,,,,,,,,427.00,383.00,381,2.00,36.33,14.86,249.50,정상,104.00,912.00,2,5.26%,28.74,244.55%,보충임박,76.16,주의
2026. 2. 18,21021,c. 베이커리믹스,박력분 밀가루 20kg,191.00,,,,,,,,,,,191.00,120.00,110,10.00,13.00,5.29,127.00,정상,82.00,387.00,1,2.63%,36.14,245.95%,보충임박,75.69,주의
2026. 2. 18,21023,c. 베이커리믹스,트레일블레이저 밀가루 22.68kg,428.00,,,440.00,,,,,,,,868.00,240.00,240,0.00,16.67,0.00,130.00,정상,98.00,428.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21601,c. 베이커리믹스,베이킹파우더 300g,437.88,,,,,,,,8.80,,,446.68,244.64,216.64,28.00,22.67,5.14,254.08,정상,275.86,536.88,1,2.63%,85.14,440.74%,보충임박,133.34,우선처리
2026. 2. 18,21600,c. 베이커리믹스,베이킹파우더 20kg,518.00,,,,,,,,,,,518.00,409.00,399,10.00,64.33,1.43,405.00,정상,254.00,582.00,1,2.63%,362.60,4503.33%,보충임박,1351.66,즉시처리
2026. 2. 18,21604,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 300g,844.38,,,,,,,,1.30,,,845.68,548.02,493.02,55.00,43.00,14.29,467.00,정상,358.38,967.38,1,2.63%,59.11,301.00%,보충임박,91.67,주의
2026. 2. 18,21603,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 20kg,375.00,,,,,,,,,,,375.00,132.00,132,0.00,4.67,0.00,95.00,정상,119.00,425.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21609,c. 베이커리믹스,베이킹파우더 플러스 20kg,274.00,,,,,,,,,,,274.00,200.00,200,0.00,0.00,0.00,200.50,정상,124.00,373.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21606,c. 베이커리믹스,베이킹파우더 A-300 20kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,50.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21635,c. 베이커리믹스,S-2000 500g,92.91,,,,,,,,,,,92.91,98.00,97,1.00,1.33,0.14,50.51,정상,36.91,115.91,1,2.63%,650.38,933.33%,보충임박,280.60,즉시처리
2026. 2. 18,21636,c. 베이커리믹스,S-2000 10kg,182.00,,,,,,,,,,,182.00,27.00,27,0.00,0.00,0.00,39.00,정상,23.00,182.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21634,c. 베이커리믹스,S-2000 (GOLD) 500g,112.76,,,,,,,,,,,112.76,104.00,101,3.00,11.00,1.71,83.00,정상,42.76,128.76,1,2.63%,65.78,641.67%,보충임박,193.79,우선처리
2026. 2. 18,21633,c. 베이커리믹스,S-2000 (GOLD) 10kg,164.00,,,,,,,,,,,164.00,95.00,95,0.00,3.33,1.43,53.00,정상,93.00,200.00,1,2.63%,114.80,233.33%,보충임박,70.96,주의
2026. 2. 18,21655,c. 베이커리믹스,이스트후드 20kg,82.00,,,,,,,,,,,82.00,3.00,3,0.00,0.00,0.00,20.00,정상,31.00,82.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21685,c. 베이커리믹스,크라프트 플러스 (2) 3kg,141.80,,,,,,,,,,,141.80,59.00,51,8.00,7.33,2.71,52.00,정상,88.80,430.80,1,2.63%,52.24,270.18%,보충임박,82.54,주의
2026. 2. 18,24026,c. 베이커리믹스,슐로스브로트 25kg,0.00,185.00,,,,,,,,,,185.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21133,d. 유제품,"골드라벨 휘핑크림 오리지날 1,030g*12ea",86.33,,,,,,,,,,,86.33,440.00,387,53.00,39.33,9.57,323.50,긴급,58.92,140.92,32,84.21%,9.02,410.95%,보충임박,145.67,우선처리
2026. 2. 18,21134,d. 유제품,"골드라벨 휘핑크림 무향 1,030g*12ea",44.00,,,,,,,,,,,44.00,65.00,65,0.00,1.33,0.29,33.00,정상,18.00,53.00,1,2.63%,154.00,466.67%,보충임박,140.85,우선처리
2026. 2. 18,21121,d. 유제품,골드라벨 휘핑크림 밀크향 (NEW),23.00,,,,,,,,,,,23.00,14.00,4,10.00,3.67,1.43,15.50,정상,10.00,37.00,1,2.63%,16.10,256.67%,보충임박,80.63,주의
2026. 2. 18,21127,d. 유제품,RPC 프로패셔널 휘핑크림,0.00,,,,,,,,,,,0.00,2.00,0,2.00,0.00,0.29,13.00,긴급,2.00,12.00,31,81.58%,0.00,0.00%,즉시보충,0.00,여유
2026. 2. 18,21132,d. 유제품,RPC 데어리블랜드 쿠킹크림,33.00,,,,,,,,,,,33.00,76.00,76,0.00,0.00,0.00,35.50,주의,11.00,33.00,23,60.53%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21135,d. 유제품,제니코식품/리치 쿠킹 크림 1L*12ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,1.00,긴급,1.00,1.00,16,42.11%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,21122,d. 유제품,푸어앤휩 (레드) 휘핑크림,16.00,,,,,,,,,,,16.00,45.00,45,0.00,3.33,1.43,12.00,정상,2.00,23.00,6,15.79%,11.20,233.33%,보충임박,77.62,주의
2026. 2. 18,21120,d. 유제품,온탑 휘핑크림,22.00,,,,,,,,,,,22.00,73.00,28,45.00,18.33,6.43,87.00,긴급,5.00,140.00,7,18.42%,3.42,285.19%,보충임박,103.85,우선처리
2026. 2. 18,21110,d. 유제품,베르사띠 휘핑크림 1L,16.00,,,,,,,,,,,16.00,10.00,10,0.00,0.00,0.00,13.00,정상,6.00,16.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,21117,d. 유제품,AERO TOP 휘핑크림,17.00,,,,,,,,,,,17.00,25.00,25,0.00,1.00,0.43,17.00,정상,2.00,27.00,12,31.58%,39.67,233.33%,보충임박,77.58,주의
2026. 2. 18,21126,d. 유제품,달럽 프라이드 휘핑크림,14.00,,,,,,,,,,,14.00,30.00,30,0.00,0.00,0.00,0.00,정상,9.00,29.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 2. 18,23045,d. 유제품,비앙카 골드 크림치즈 1.36kg,435.80,,,,,,,,,,,435.80,590.00,579,11.00,29.67,7.43,538.55,주의,279.40,945.40,1,2.63%,58.67,399.36%,보충임박,121.19,우선처리
2026. 2. 18,23016,d. 유제품,비앙카 골드 크림치즈 벌크 13.6kg,"1,406.00",,,,,,,,,,,"1,406.00","1,414.00",1366,48.00,164.00,19.00,1033.00,정상,345.00,"1,902.00",1,2.63%,74.00,863.16%,보충임박,260.15,즉시처리
2026. 2. 18,23126,d. 유제품,헤리티지 크림치즈 1.36kg,224.90,,,63.00,,,,,4.00,,,291.90,203.90,183.8,20.10,19.37,3.59,144.95,정상,94.00,477.90,1,2.63%,62.72,540.11%,보충임박,163.36,우선처리
2026. 2. 18,23015,d. 유제품,헤리티지 벌크 크림치즈 13.6kg,310.00,,,420.00,,,,,,,,730.00,178.00,168,10.00,14.33,2.14,144.50,정상,165.00,386.00,1,2.63%,144.67,668.89%,보충임박,201.54,즉시처리
2026. 2. 18,22992,d. 유제품,워남불 크림치즈 2kg (썬골드),0.00,,,,,,,,,,,0.00,64.83,64.83333333,0.00,0.00,0.00,122.00,긴급,9.83,66.00,35,92.11%,0.00,0.00%,점검필요,0.00,여유
2026. 2. 18,22991,d. 유제품,워남불 크림치즈 10kg,"1,034.00",,,,"4,473.00",,,,,,,"5,507.00","1,454.00",1319,135.00,167.00,49.43,1009.50,정상,286.00,"1,860.00",2,5.26%,20.92,337.86%,보충임박,104.80,우선처리
2026. 2. 18,23012,d. 유제품,폴리 크림치즈 1.36kg,534.20,,,745.00,,,,,,,,"1,279.20",614.80,577.8,37.00,37.27,13.83,480.35,정상,338.40,"1,129.90",1,2.63%,38.63,269.49%,보충임박,82.67,주의
2026. 2. 18,23014,d. 유제품,폴리 크림치즈 벌크 13.6kg,49.00,,,,,,,,,,,49.00,329.00,278,51.00,24.33,7.57,259.50,긴급,7.00,850.00,7,18.42%,6.47,321.38%,보충임박,107.83,우선처리
2026. 2. 18,24003,d. 유제품,폴리 컵포션치즈 28g,215.87,,,144.00,,,,,12.00,,,371.87,220.80,190.8,30.00,27.33,7.43,218.20,주의,30.47,408.87,3,7.89%,29.06,367.95%,보충임박,113.68,우선처리
2026. 2. 18,23954,d. 유제품,라스카스 크림치즈 1.36kg,485.70,,,"1,453.00",,,,,,,,"1,938.70",788.00,737,51.00,77.67,22.43,519.05,주의,264.70,923.70,1,2.63%,21.66,346.28%,보충임박,106.72,우선처리
2026. 2. 18,24081,d. 유제품,뉴샤텔 크림치즈 벌크 13.6kg,403.00,,,"1,120.00",,,,,,,,"1,523.00",486.00,476,10.00,73.33,31.43,417.50,주의,126.00,780.00,2,5.26%,12.82,233.33%,보충임박,74.95,주의
2026. 2. 18,23996,d. 유제품,제니코 까망베르 크림치즈 1kg,32.30,,,,,,,,,,,32.30,23.60,22.2,1.40,1.40,0.60,18.50,정상,31.60,75.50,1,2.63%,53.83,233.33%,보충임박,71.46,주의
